index,s1,r,s2
"1069","Hennessey","plans on producing","VelociRaptor 600 Twin Turbo"
"1070","450 horsepower engine","gets","6x6 drivetrain"
"1071","Toyota","showed off","FT1 Concept"
"1072","3.0-liter twin - turbo V6","developed by","Lexus"
"1073","Ford","announced","2019 Edge ST"
"1074","Sport mode","engages","louder exhaust mode"
"1075","Chevrolet ’ s Bolt EV","changing","perception of electric vehicles"
"1076","16.9 cubic feet of cargo volume","makes it","practical"
"1077","Vision Gran Turismo program","spawned","concept cars"
"1077","Vision Gran Turismo program","including","Bugatti"
"1077","Vision Gran Turismo program","including","Mercedes - AMG"
"1077","Vision Gran Turismo program","including","McLaren"
"1078","e - Tron Vision Gran Turismo","will debut","Formula E race"
"1079","Subaru","unveiled","2019 Forester"
"1079","Subaru","at","New York Auto Show"
"1080","F90 BMW M5","With","600 horses"
"1080","F90 BMW M5","With","553 lb - ft of torque"
"1080","F90 BMW M5","is","most powerful M5"
"1081","Enspire","at","Buick Brand Night"
"1081","Enspire","at","Auto China 2018"
"1082","General Motors","unveiled","2019 Chevrolet Camaro"
"1082","2019 Chevrolet Camaro","includes","front fascia"
"1082","2019 Chevrolet Camaro","includes","2.0-liter turbo four - cylinder"
"1083","SS models","feature","launch control"
"1083","SS models","feature","10-speed automatic transmission"
"1084","RS Appearance Package","brings","20-inch wheels"
"1084","RS Appearance Package","brings","LED headlamps"
"1085","2019 Toyota RAV4","revealed","New York"
"1086","RAV4","sold","407,594"
"1087","Icona Vulcano Titanium","showing","Pebble Beach"
"1087","Icona Vulcano Titanium","one - off","supercar"
"1087","Icona Vulcano Titanium","find","suitor"
"1088","Icona","returned","China expo"
"1088","Icona","price tag","68 million Yuan"
"1089","6.2-liter supercharged V8","sourced","C6 Corvette ZR1"
"1089","6.2-liter supercharged V8","rated at","670 horsepower"
"1089","6.2-liter supercharged V8","rated at","620 lb - ft of torque"
"1090","’","’","M Division"
"1091","Peter Quintus",",","BMW M ’ s marketing chief"
"1091","Peter Quintus","at","Auto Shanghai"
"1091","M4 CS","debut","China"
"1092","Fate of the Furious","place","Manhattan"
"1092","Cipher","played by","Charlize Theron"
"1092","Cipher","hacks","city ’ s cars"
"1092","Cipher","hacks","remote controls"
"1093","F. Gary",",","director"
"1093","F. Gary","Speaking","Vanity Fair"
"1094","Qiantu K50","at","Auto Shanghai"
"1094","Qiantu K50","attention","supercar hall"
"1095","K50","obtained its permit","production"
"1095","K50","hit the streets","China"
"1096","Simon Lei",",","Qiantu ’ s Head of Product Planning"
"1097","electric sports car","powered","pair of motors"
"1098","K50","comes","15.6-inch touchscreen"
"1098","K50","comes","liquid - crystal instrument panel"
"1099","Donington","lasted","30 seconds"
"1100","Drivers",",","Paul Rivett"
"1100","Drivers",",","Lee Pattison"
"1100","Drivers","contact","first corner"
"1100","Drivers","contact","lose control"
"1101","BMW 5","unveil","5 Series Li"
"1101","5 Series Li","unveil","Auto Shanghai"
"1102","the 5 Series","close","7 Series"
"1102","Li","gains","133 mm"
"1103","the Ferrari FXXK","ownership","customers"
"1103","Ferrari","’ s","customers"
"1104","private track day events","hosted by","Ferrari"
"1105","Mugella Circuit","’","Italy"
"1106","Tobias Moers",",","AMG boss"
"1106","Tri - Star","play","hybrid car"
"1106","hybrid car","save","V8"
"1107","Mercedes","downsizing","V8 engines"
"1107","Mercedes","began","fuel economy standards"
"1107","Mercedes","replacing","4.0-liter twin - turbo units"
"1107","4.0-liter twin - turbo units","replacing","V8 engines"
"1108","EU","enact","regulation"
"1108","regulation","requiring","emit no more than 95 grams / kilometer"
"1109","Chevrolet","reveal","FNR - X Concept crossover"
"1109","FNR - X Concept crossover","at","Shanghai"
"1109","Chevrolet","at","Shanghai"
"1110","FNR - X","describes","“ all - purpose sports concept"
"1111","Mercedes - AMG","debut","A35"
"1111","A35","debut","2018 Paris Motor Show"
"1112","2.0-liter four - cylinder turbocharged engine","pumping out","306 horsepower"
"1112","2.0-liter four - cylinder turbocharged engine","pumping out","295 lb - ft of torque"
"1112","all - wheel - drive","through","seven - speed dual - clutch"
"1113","Tobias Moers",",","Mercedes - AMG"
"1114","Porsche","producer","high - end crossover SUVs"
"1115","Porsche","sold","5,102 vehicles"
"1115","Cayenne","accounted","3,389"
"1115","Macan","accounted","3,389"
"1116","718 series","incorporates","Boxster"
"1116","718 series","incorporates","Cayman"
"1116","Boxster","starting at","56,900"
"1116","Cayman","starting at","56,900"
"1117","General Motors","relationship rockier","Hummer"
"1118","AM General","manufactures","Humvee"
"1118","Humvee","for","military applications"
"1118","AM General","for","sale"
"1119","High Mobility Multipurpose Wheeled Vehicle","for","US military"
"1120","California Highway Patrol","responded","dangerous driver"
"1120","dangerous driver","on","I-80"
"1121","driver","not licensed","to tow"
"1122","SUVs","versions","coupe"
"1122","SUVs",",","sedans"
"1122","SUVs",",","coupes"
"1122","SUVs",",","four - door coupes"
"1122","SUVs",",","AMG versions"
"1122","SUVs",",","semi - AMG versions"
"1122","SUVs",",","AMG - branded"
"1123","Dr. Dieter Zetsche","boss","Mercedes"
"1124","Nikita Aksyonov","designer","BMW"
"1124","Nikita Aksyonov","behind","Cross"
"1125","Series","stuck to","seven - year model cycle"
"1125","X5,the","stuck to","seven - year model cycle"
"1126","Jetta","set","new land speed"
"1126","Jetta","at","Bonneville Salt Flats"
"1126","Volkswagen","building","Jetta"
"1127","firefighter","driver","Super Duty"
"1128","driver","fled","Mercedes S - Class"
"1128","passenger","fled","Mercedes S - Class"
"1129","Huracan","damaged","bumper"
"1129","Huracan","damaged","carbon fiber"
"1130","Polestar","performance brand","Volvo"
"1130","Polestar","branched off","independent"
"1131","Polestar","Focusing","hybrid"
"1131","Polestar","announced","Polestar Space"
"1131","Oslo",",","Norway"
"1132","Thomas Ingenlath",",","Chief Executive Officer"
"1133","Vaughn Gitting Jr","drifted","Mustang"
"1133","Vaughn Gitting Jr","drifted","Nurburgring"
"1134","Matt Field","drifting","drifting"
"1134","Matt Field","drifting","canyon road"
"1135","showcases","three - minute","video"
"1136","Porsche the Porsche 911","'s","profits"
"1136","McLaren","built","570S"
"1136","570S","more usable for daily driving than","650S"
"1136","570S","more usable for daily driving than","675LT"
"1137","570S Sprint","made the 570S Sprint debut","Goodwood Festival of Speed"
"1138","Companies","like","Jaguar"
"1138","Companies","like","Land Rover"
"1138","Companies","like","Mini"
"1138","Companies","like","Rolls - Royce"
"1138","Companies","like","Bentley"
"1138","Companies","like","Aston Martin"
"1138","Bentley","subsidiary to","Volkswagen"
"1138","Mini","'s","parent company , BMW"
"1138","Rolls - Royce","'s","parent company , BMW"
"1139","Jaguar","bought out by","Tata Motors"
"1140","Zenos","'s","E10 R"
"1141","hill climb route","defining fixture of","Goodwood Festival of Speed"
"1142","Jaguar","drive","F - Pace"
"1142","Jaguar","promote","F - Pace"
"1143","stunt driver",",","Terry Grant"
"1143","Terry Grant","of","two - wheeled Nissan Juke fame"
"1144","Nurburgring","aka","The Green Hell"
"1145","twin - turbocharged 4.0-liter V8","has been reworked to make","577 horsepower"
"1145","twin - turbocharged 4.0-liter V8","has been reworked to make","516 lb - ft of torque"
"1146","510-hp Giulia Quadrifoglio Verde","from","Alfa Romeo"
"1147","Giulia QV 's launch","at","Goodwood Festival of Speed"
"1148","carbon fiber driveshaft","from","QV"
"1149","Scott Krugger","(","the head of exterior design at Alfa Romeo"
"1150","Ford","upped the ante with","Mustang"
"1151","Ford","beating","Chevy"
"1152","Aston Martin","really does like tweaking","Vantage"
"1153","GT12",";","a motorsports - inspired variant"
"1154","Aston Martin","pulled the wraps off","Vantage model"
"1155","Porsche","success","Passport service"
"1156","Volvo","well","Care by Volvo program"
"1157","Volvo","opened up","XC40 SUV"
"1158","Volvo","opened up","S60 Polestar"
"1158","S60 Polestar","only available","by subscription"
"1159","BMW","released","M340i"
"1159","BMW","released","M340i"
"1160","Hyundai","with","Veloster N"
"1160","Veloster N","starts","26,900"
"1160","Veloster N","base","250 horsepower"
"1160","Veloster N","Performance pack","275 hp"
"1161","R32","sold","US"
"1162","2008 fifth - generation model","powered","3.2-liter VR6 engine"
"1163","of","of","Engineering Explained"
"1163","Jason Fenske","test","technical insight"
"1164","McLaren 720S","This","supercar"
"1164","McLaren 720S","’ s","seven - speed dual - clutch transmission"
"1164","seven - speed dual - clutch transmission","faster","675LT"
"1165","Fenske","tested","S2000"
"1165","S2000","range","milliseconds"
"1166","Happy Honda Days 2.0","is","commercials"
"1166","commercials in 2014","featuring","Jem"
"1166","commercials in 2014","featuring","featuring"
"1166","commercials in 2014","featuring","Skeletor"
"1166","commercials in 2014","featuring","Magic 8-Ball"
"1166","commercials in 2014","featuring","Strawberry shortcake"
"1167","new ads","feature","Voltron"
"1167","new ads","feature","Care Bears"
"1167","new ads","feature","Six Million Dollar Man"
"1167","new ads","feature","Teenage Mutant Ninja Turtles"
"1168","arrived","arrived","C7 generation"
"1168","Corvette Z06","its","6.2-liter supercharged LT4 V8"
"1168","6.2-liter supercharged LT4 V8","pumped out","650 horsepower"
"1169","lawsuit","against","General Motors"
"1170","6.2-liter supercharged LT5 V8","pumps","755 hp"
"1171","Tadge Juechter","Corvette","chief engineer"
"1172","Baby Driver","featuring","Subaru Impreza WRX"
"1173","Edgar Wright","inspired by","Bullitt"
"1173","Edgar Wright","inspired by","French Connection"
"1174","RWD Subaru Impreza WRX","starred","Baby Driver"
"1175","Chris Harris",",","Extra Gear"
"1176","Chris Evans","owned","expensive cars"
"1176","Chris Evans","known","car enthusiast"
"1177","James May","drive","Ferrari 250 GT California"
"1178","Woking",",","UK"
"1179","McLaren","launch","570S"
"1179","McLaren","launch","570GT"
"1179","McLaren","launch","675LT"
"1179","McLaren","production ending","P1"
"1180","Michael Bay",",","Director"
"1180","Transformers : The Last Knight",",","Director"
"1180","photo","of","Bumblebee Camaro"
"1181","Camaro","features","yellow paint"
"1181","Camaro","features","body kit"
"1181","Camaro","features","front spoiler"
"1182","Paris","ban","non - electric cars"
"1182","Paris","Paris","des Champs - Elysees"
"1182","once per month","ban","des Champs - Elysees"
"1183","Norway","one","oil exporters"
"1184","Model S",",","Tesla"
"1184","Norway","has","highest per - capita ratio of EVs"
"1184","highest per - capita ratio of EVs","in","the world"
"1185","CarBuzz","expanding","YouTube channel"
"1185","YouTube channel","series","videos"
"1185","videos","featuring","cars"
"1185","videos","featuring","trucks"
"1185","videos","featuring","SUVs"
"1186","videos","with","write - up"
"1186","videos","for","vehicle"
"1186","write - up","for","vehicle"
"1187","original 1959 Mini","fit","Countryman"
"1188","Matt Farah","of","The Smoking Tire"
"1188","Matt Farah","of","/DRIVE"
"1189","DMC stage DMC performance pack","includes","cylinder heads"
"1189","DMC stage DMC performance pack","includes","camshafts"
"1190","Mazda","recall","6"
"1191","Ford","trialling","technology"
"1191","technology","stopping","junctions"
"1192","drivers","avoid","braking"
"1192","drivers","avoid","accelerating away"
"1193","Ford","technology","Intersection Priority Management"
"1193","Milton Keynes","in","UK"
"1194","Ferrari","unveiling","SP1"
"1194","Ferrari","unveiling","SP2"
"1194","SP1","inspired","250 Testa Rossa"
"1194","SP2","inspired","250 Testa Rossa"
"1195","Ferrari 330GT","project by","Creative Workshop"
"1195","Ferrari 330GT","making","50 years"
"1196","Clemson University International Center for Automotive Research","build","Honda Civic"
"1196","Clemson University International Center for Automotive Research","in","Greenville , South Carolina"
"1197","Deep Orange 9","equipped","hybrid powertrain"
"1197","Deep Orange 9","equipped","all - wheel - drive"
"1197","Deep Orange 9","equipped","four - wheel steering"
"1197","Deep Orange 9","equipped","semi - active suspension setup"
"1198","project","sponsorship","Honda R&D Americas Inc"
"1198","project","sponsorship","Aisin Group"
"1198","project","sponsorship","JTEKT"
"1199","Wildfires","spreading","Northern California"
"1199","Wildfires","death toll","44"
"1200","Tundra","helped","Allyn Pierce"
"1201","Chevrolet Cavalier","rebadge","Cadillac Cimarron"
"1202","badge engineering","t peak","1990s"
"1203","Jaguar","Jaguar","I - Pace SUV"
"1204","I - Paces","sales","1,200"
"1205","Jaguar","sold","2,468 units"
"1206","Jaguar","October sales","13,764 units"
"1207","I - Pace","accounted","8.7 percent market share"
"1208","Jaguar","increase","I - Pace"
"1209","Aston Martin","the supercar maker","first ever SUV"
"1209","Lamborghini","jumping","profitable SUV bandwagon"
"1209","Ferrari","jumping","profitable SUV bandwagon"
"1210","Aston Martin","begun","initial prototype"
"1211","Aston Martin","confirmed","DBX"
"1212","Matt Becker","company ’ s","Chief Engineer"
"1212","Aston Martins","new","St Athan production facility"
"1213","Chris Harris","driving","Tintern in Wales"
"1213","Chris Harris","collided","pickup truck"
"1214","GT3","destroyed","front bumper"
"1214","GT3","destroyed","front fender"
"1214","GT3","destroyed","hood"
"1215","Chris Harris","working","Top Gear Top Gear"
"1216","Mitsubishi","trouble","financially"
"1216","Mitsubishi","trouble","legally"
"1217","Volkswagen","Volkswagen","fuel economy scandal"
"1218","Renault - Nissan","now called","Renault - Nissan - Mitsubishi Alliance"
"1219","Mitsubishi North America","new models","Outlander PHEV"
"1219","Mitsubishi North America","new models","Eclipse Cross"
"1220","Maserati Levante","with","430 hp"
"1221","Porsche Cayenne Turbo","and its","550-hp engine"
"1222","Ferrari ’ s twin - turbocharged 3.8-liter V8","tuned to","523 hp"
"1223","Mercedes - AMG E63 S","is","best high - performance full - size luxury sedan"
"1223","Mercedes - AMG E63 S","powered by","4.0-liter twin - turbo V8"
"1223","4.0-liter twin - turbo V8","with","612 hp"
"1224","AMG","’ t quite match","BMW"
"1225","Bentley","pulled the sheets off","Bentley Continental GT"
"1225","Bentley Continental GT","at","Frankfurt"
"1226","Bentley ’ s Head of Interior",",","Darren J. Day"
"1227","Bentley stand","boasted","Continental GTs"
"1228","Mercedes - AMG Project One","at","Frankfurt"
"1228","CarAdvice","ask","Tobias Moers"
"1229","Hyundais and Kias","started hiring","European designers"
"1230","Peter Schreyer","from","Volkswagen Group"
"1231","BMW M design chief","by the name of","Pierre Leclercq"
"1232","BMW","'s","BMW division"
"1233","Mercedes - AMG Project One","is one of the biggest stars of","Frankfurt Motor Show"
"1234","Top Gear","chatting with","Mercedes - AMG boss Tobias Moers"
"1234","Mercedes - AMG boss Tobias Moers","at","Frankfurt"
"1235","Italian Formula 1 Grand Prix","at","Monza"
"1236","2.0-liter V8","produced","230 hp"
"1237","butterfly doors","or","dihedral doors"
"1238","Museo Storica Alfa Romeo","in","Arese"
"1238","Arese","near","Milan"
"1239","Toyota","uses","touchscreen"
"1239","Lexus","uses","mouse"
"1239","Lexus","uses","track pad controller"
"1240","Elon Musk","revealing some big plans for","Tesla Model 3"
"1241","Model 3 performance version","will come with","Ludicrous Mode"
"1242","German giant",",","Audi"
"1243","Limerock Park Edition","released","limited production run"
"1244","IIHS president",",","Adrian Lund"
"1245","FCA","banned from","Germany"
"1245","FCA","declined to meet","Transport Ministry"
"1245","emission cheat software","in","diesel Fiat"
"1246","Germany ’ s transport minister",",","Alexander Dobrindt"
"1247","Germany","threatening to halt","FCA group Germany"
"1248","GM","using","supercar technology"
"1249","GM executive director",",","Charlie Klein"
"1250","Computer Aided Engineering program","(","CAE"
"1251","police","in","Ford Crown Vics"
"1251","police","in","Interceptors"
"1251","police","in","Dodge Chargers"
"1251","police","in","Chevy Impalas"
"1252","Italian police officers","drive","Lamborghini Huracan"
"1253","Japan","home to","Nissan GT - R"
"1254","Tokyo Metropolitan Police","received","Nissan 370Z Nismos"
"1255","Nissan","rebadged","Mitsubishi kei cars"
"1256","executive vice president in charge of product and technology and R&D",",","Mitsuhiko Yamashita"
"1256","Mitsuhiko Yamashita","as","Mitsubishi ’ s technology chief"
"1257","Mitsubishi","’ s","R&D division"
"1258","$ 3 billion","has been wiped off","Mitsubishi ’ s market value"
"1259","Pierre Veyron",",","a racing driver"
"1260","Jean Bugatti",",","son of company founder Ettore"
"1261","Urban EV","was one of the hits of","Frankfurt Motor Show"
"1261","Honda","confirmed","Urban EV"
"1262","Autocar","confirmed","European launch"
"1263","Honda","sells","Clarity hatchback"
"1264","Nissan","unveiled","IMx Zero - Emission"
"1264","IMx Zero - Emission","at","Tokyo Motor Show"
"1265","electric motors","produced","430 hp"
"1265","electric motors","produced","516 lb - ft of torque"
"1266","autonomous driving system","called","ProPilot"
"1267","Apollo","'s","Intensa Emozione"
"1268","Apollo Arrow","at","Geneva Motor Show"
"1269","6.3-liter V12 engine","revs","9,000 rpm"
"1269","6.3-liter V12 engine","produces","780 horsepower"
"1269","6.3-liter V12 engine","produces","560 lb - ft of torque"
"1270","six - speed sequential gearbox","with","interchangeable gear ratios"
"1271","Subaru","describes","Viziv Performance Concept"
"1271","Viziv Performance Concept","as","next - generation sports sedan"
"1272","symmetrical AWD layout","powered by","boxer engine"
"1273","front grille","has","three - dimensional form"
"1273","front grille","flanked by","hawkeye headlights"
"1274","driver - assist technologies","such as","EyeSight"
"1275","Mazda","unveiled","Kodo design language"
"1275","Kodo design language","at","Tokyo Motor Show"
"1276","Vision Coupe","shows off","minimalist Japanese aesthetic"
"1277","Luce Rotary","aka","R130"
"1278","turbochargers","mounted in","4.0-liter twin - turbo V8"
"1279","Stuttgart","can muster","GT3"
"1280","Mitsubishi","kept afloat by","Outlander"
"1280","Mitsubishi","kept afloat by","Outlander Sport"
"1281","Mitsubishi","launched","Drive For Growth " plan"
"1282","Mitsubishi","launch","Eclipse Cross SUV"
"1283","Mitsubishi","believes that Mitsubishi can capitalize on synergies within","Renault - Nissan - Mitsubishi alliance"
"1283","Mitsubishi","became a part of","Renault - Nissan - Mitsubishi alliance"
"1284","FCA","scale back production","Alfa Romeo"
"1284","FCA","scale back production","Maserati"
"1285","FCA","overestimated","Chinese demand"
"1286","Fiat","build on","MX-5"
"1286","Abarth","build on","MX-5"
"1286","Fiat","their","124 Spider variants"
"1286","Abarth","their","124 Spider variants"
"1287","Mitsuoka","released","a Mazda MX-5-based roadster"
"1287","Mitsuoka","is","Japanese car maker"
"1288","Lamborghini","an","Huracan"
"1288","Lamborghini","an","Aventador"
"1289","Maurizio Reggiani",",","Director of research and development"
"1289","Director of research and development","for","Lamborghini"
"1290","Lamborghini","one - off","cars"
"1291","Ferrari","one - off","program"
"1292","Buick Grand National","in","good condition"
"1293","Craigslist","sale","Grand National"
"1293","Grand National","owned","David Spade"
"1293","David Spade",",","Joe Dirt"
"1294","David Spade","film","Jay Leno ’ s Garage"
"1294","Grand National","brought with","Jay Leno ’ s Garage"
"1295","turbocharged 3.8-liter V6","with","355 lb - ft of torque"
"1296","Aston Martin","borrow","engines"
"1296","Aston Martin","borrow","electronics"
"1296","engines","from","Mercedes - AMG"
"1296","electronics","from","Mercedes - AMG"
"1297","Aston Martin","first","The DB11"
"1297","The DB11","get","electronics"
"1297","Aston Martin","new","V8"
"1297","V8","borrows","4.0-liter twin - turbo engine"
"1297","4.0-liter twin - turbo engine","from","AMG GT"
"1298","Paul Barritt",",","Line Director"
"1299","Project One",",","Mercedes - AMG"
"1300","the Chiron","broke","speed record"
"1300","the Chiron","reaching","0 - 249 - 0 mph"
"1300","0 - 249 - 0 mph","in","41.96 seconds"
"1301","Wolfgang Durheimer",",","CEO"
"1302","BMW","launched","7 Series"
"1303","Z4","followed","5 Series"
"1304","Chris Bangle","of","design chief"
"1305","Bangle","left","BMW"
"1306","Bangle","at","Frankfurt"
"1307","F-150","called","SVT Lightning"
"1307","F-150","a","Ford"
"1308","supercharged 5.0-liter V8","with","650 hp"
"1309","Maranello",",","Italy"
"1309","Italy","home","Ferrari"
"1310","RM Sotheby","’","auction"
"1311","LaFerrari",",","194925"
"1312","Subaru","Subaru","WRX STI Type RA NBR Special"
"1313","Christopher Nicoll",",","Head of Sales and Marketing"
"1314","Barcelona","where","factory"
"1315","TP-01","have","577-hp"
"1315","577-hp","with","404-mile range"
"1316","Tesla","releasing","Model 3"
"1317","super Model S","called","P100D"
"1317","Jason Hughes",",","Tesla hacker"
"1318","P90D","’ s","2.8 second 0 - 60 mph rush"
"1319","Next 100","went fully into the future with","renewable materials"
"1319","Next 100","went fully into the future with","autonomous tech"
"1320","Rolls - Royce Vision concept","debut","London"
"1320","Mini","showing its concept","London"
"1321","Rolls - Royce Apparition concept","created by","Jeremy Westerlund"
"1322","Alfa Romeo","unveiled","Giulia"
"1322","Alfa Romeo","showed","BMW M3-fighting QV version"
"1323","2.0-liter turbocharged four - cylinder engine","producing","276 horsepower"
"1324","Mercedes C300","have","240 horsepower"
"1324","BMW 328i","have","240 horsepower"
"1325","Alfa","Alfa Romeo 's its return","2014"
"1326","Khyzyl Saleem","partnered with","Stance Works"
"1326","i8","envisioned as","M1 Procar"
"1327","M livery","draped over","carbon fiber bodywork"
"1328","Mercedes","has","F1 team"
"1328","Audi","have","Le Mans endeavors"
"1328","Porsche","have","Le Mans endeavors"
"1329","R34 Nissan GT - R","for sale on","Craigslist Nashville"
"1330","1999 GT - R V - SPEC","with","16,000 miles"
"1331","V - SPEC models","featured","enhanced all - wheel - drive system"
"1332","Dodge","responsible for","the Dart"
"1333","Dodge","t","707-hp muscle car"
"1333","Dodge","t","184-hp compact sedan"
"1334","the Dart","introduced","1960"
"1335","the the Dart","’ s","3,200 lbs"
"1336","the Dart ’ s base engine","is","2.0-liter inline - four"
"1336","2.0-liter inline - four","puts out","160 hp"
"1336","2.0-liter inline - four","puts out","148 lb - ft of torque"
"1337","PSA Peugeot Citroen","rumored","US market comeback"
"1338","PSA Peugeot Citroen","unveiled","DS lineup"
"1338","DS lineup","at","Geneva Auto Show"
"1338","PSA Peugeot Citroen","launched","DS lineup"
"1339","DS lineup","includes","DS4 hatchback"
"1339","DS lineup","includes","DS3 subcompact two - door"
"1339","DS lineup","includes","DS4 Crossback crossover"
"1340","DS","revealed","E - Tense"
"1341","Chevy","sold","6,879 Camaros"
"1341","Chevy","sold","2015 fifth - gen"
"1341","Chevy","sold","2016 sixth - gen"
"1342","Dodge Challenger","with","5,369 examples"
"1343","Cayenne","huge hit for","Porsche Porsche"
"1344","Porsche","make","four door sedan"
"1345","German sedan","built by","Porsche"
"1346","electric cars","with","expensive price tags"
"1346","electric cars","with","terrible driving capabilities"
"1347","Tesla","’ s","skateboard chassis"
"1348","Porsche","managed to spin","GT3 RS"
"1348","Porsche","managed to spin","911 R"
"1348","Lamborghini","building","variations of the Gallardo"
"1349","Mini","stretched","Cooper"
"1350","Mini hot hatch","successor to","JCW GP models"
"1351","Chinese - owned manufacturing company",",","Wanxiang Group"
"1352","JCMorrill","on","Fisker Buzz forum"
"1353","2.0-liter powertrain","will have","33-mile all - electric range"
"1354","competing automakers","like","GM"
"1354","competing automakers","like","Ford"
"1354","competing automakers","like","Nissan"
"1354","competing automakers","like","BMW"
"1354","competing automakers","like","VW"
"1355","CES show","in","Las Vegas"
"1355","Genovation Cars","revealed","new electric sportscar"
"1355","new electric sportscar","based on","Chevrolet C7 Corvette Grand Sport"
"1356","two electric motors","producing","800 hp"
"1356","two electric motors","producing","700 lb - ft of torque"
"1357","five battery packs","with a total storage of","61.6 kWh"
"1358","Plus 8 50th Anniversary Special Edition","revealed at","Geneva Moto Show"
"1358","Geneva Moto Show","in","March"
"1358","Plus 8 50th Anniversary Special Edition","alongside","Aero GT"
"1359","Plus 8","no longer be produced with","4.8-liter BMW V8 engine"
"1360","Chevrolet","gave us","Camaro ZL1 1LE"
"1361","Deviate Motoring","on","Facebook"
"1362","development car","fitted with","carbon ceramic brakes"
"1362","1LE","does not have","carbon ceramic brakes"
"1363","headlights","from","Camaro"
"1363","upgraded ZL1 units","with","LED running lights"
"1364","previous generation ZL1","used","halo headlights"
"1364","Z/28","used","basic halogen lights"
"1365","BMW","revealed","M5 sedan"
"1365","M5 sedan","internally known as","F90"
"1366","4.4-liter twin - turbo V8","has","600 hp"
"1366","BMW","added","advanced AWD system"
"1367","Cadillac CTS - V","first sold as","2016 model"
"1368","Workhorse",",","small Ohio - based company"
"1368","Workhorse","building","plug - in hybrid electric truck"
"1369","lithium - ion batteries","feeding juice to","two electric motors"
"1370","Land Rover","prepped","first 4x4"
"1370","first 4x4","for","Amsterdam Motor Show"
"1371","Europe","recover from","World War II"
"1372","Light Green paint","applied","’ 48"
"1373","Tanner Foust","hosting","Top Gear USA"
"1373","Tanner Foust","becoming","three - time Global Rallycross champion"
"1373","Tanner Foust","earning","four gold medals in the X Games"
"1373","Tanner Foust","becoming","two - time Formula Drift champion"
"1374","Tanner Foust","returned to","Formula Drift"
"1375","Mercedes","shown off","MBUX"
"1375","MBUX","standing for","Mercedes - Benz User Experience"
"1375","MBUX","at","CES"
"1376","Ford","end the final chapter of","6th generation Mustang"
"1376","Ford","with","GT500"
"1377","Ford","with","supercharged V8"
"1377","supercharged V8","pumping out","700 horsepower"
"1378","Chris Harris","at the helm of","Porsche 911"
"1379","Model S","using","Ludicrous Mode"
"1380","Chris Harris","never launched","Model S P100D"
"1381","Mecum auction","in","Florida"
"1382","Alpine A110","won ’ t be arriving","Stateside"
"1383","Alpine A110","best attributes is","light weight"
"1383","Alpine A110","at","1080 kg"
"1384","Ford","signed","Alibaba"
"1385","Lamborghini Huracan Performante","battle","Porsche 911 GT2 RS"
"1386","Porsche 911 GT2 RS","stole the crown","Huracan Performante"
"1386","Porsche 911 GT2 RS","at the","Nurburgring"
"1387","Sport Auto","staged a comparison","Hockenheim"
"1388","Porsche 911 GT2 RS","has","690 hp"
"1388","Porsche 911 GT2 RS","has","553 lb - ft of torque"
"1388","Porsche 911 GT2 RS","has","3.8-liter twin - turbo flat - six"
"1389","Huracan Performante","powered by","V10"
"1390","GT40","dominated","Le Mans"
"1390","GT40","in the","1960s"
"1391","Ford F-150 Raptor","into a","Ferrari GTO"
"1392","Fate of the Furious","like the","Dodge Demon"
"1393","Arnold Schwarzenegger","tried to sell","1977 Mercedes - Benz Unimog"
"1394","6.4-liter inline - six turbo diesel","with","315 hp"
"1395","BMW","’ s","M cars"
"1395","BMW","’ s","E30 M3"
"1395","BMW","rival","Mercedes - Benz"
"1396","Audi","achieving success with","Quattro"
"1397","190E 2.3 - 16","based off","W201"
"1397","W201","predecessor to","C - Class"
"1398","Mercedes","reached out to","Cosworth"
"1399","2.3-liter four","with","16 valves"
"1399","2.3-liter four","with","170 hp"
"1400","Carroll Shelby 's masterpiece",",","Cobra"
"1401","Shelby Cobra","built by","Factory Five"
"1402","5.0-liter 302 cubic inch V8","paired to","Tremec five - speed manual"
"1403","Car and Driver","tested","225 hp"
"1403","Car and Driver","tested","300 lb - ft of torque"
"1404","Aston Martin","’ s","6.0-liter 6.0-liter V12"
"1405","Aston Martin","sticking with","6.0-liter V12"
"1406","5.2-liter twin - turbocharged V12","’ ll debut","DB11"
"1407","Auto Express","was given the opportunity to drive","pre - production DB11"
"1408","Porsche Panamera","testing","Nurburgring"
"1409","Porsche","Porsche","Sport Turismo"
"1410","Automotive Automotive News Porsche ’ s North American CEO",",","Klaus Zellmer"
"1411","BMW","aiming to tamp down such criticism with","2017 i3"
"1411","2017 i3","will pack","33kWh battery"
"1412","Zagato - styled Aston Martin","came to fruition","1961"
"1413","Aston Martin","won","1959 24 Le Mans race"
"1414","DB4 GT Zagato","more aerodynamically efficient than","DB4 GT"
"1415","Dinan",",","California - based BMW tuner"
"1416","extra 125 hp","from","stock M235i"
"1417","Mike Spinelli","from","/Drive"
"1418","Aston Martin","revealed","track - only Aston Martin"
"1419","Aston Martin",",","Valkyrie AMR Pro"
"1420","The V12-powered Valkyrie","’","hybrid system"
"1420","hybrid system","developed","Rimac"
"1421","Singer Vehicle Design","teaming up","Williams"
"1421","Williams","build","4.0-liter flat - six"
"1421","4.0-liter flat - six","with","500 hp"
"1422","964 Porsche 911","by","Singer Vehicle Design"
"1423","body","use","carbon fiber"
"1423","chassis","use","carbon fiber"
"1424","On Ice","underway","Japan"
